"Plot Title: Maninjau-UPT"
"#","Date Time, GMT+07:00","Pressure, mbar (LGR S/N: 10099914, SEN S/N: 1037130)","Temp, °C (LGR S/N: 10099914, SEN S/N: 10084152)","RH, % (LGR S/N: 10099914, SEN S/N: 10084152)","Wind Speed, m/s (LGR S/N: 10099914, SEN S/N: 10090367)","Gust Speed, m/s (LGR S/N: 10099914, SEN S/N: 10090367)","Solar Radiation, W/m² (LGR S/N: 10099914, SEN S/N: 10091900)","Wind Direction, ø (LGR S/N: 10099914, SEN S/N: 10093270)"
10024,04/23/18 05:10:00 AM,955.450,22.657,100.000,0.00,1.01,0.6,233.1
10025,04/23/18 05:15:00 AM,955.450,22.705,100.000,0.76,2.01,0.6,287.8
10026,04/23/18 05:20:00 AM,955.550,22.753,100.000,0.76,1.51,0.6,289.2
10027,04/23/18 05:25:00 AM,955.550,22.800,100.000,0.76,1.76,0.6,289.2
10028,04/23/18 05:30:00 AM,955.650,22.848,100.000,0.25,1.76,0.6,318.7
10029,04/23/18 05:35:00 AM,955.750,22.824,100.000,0.00,0.50,0.6,320.1
10030,04/23/18 05:40:00 AM,955.750,22.753,100.000,0.00,0.00,0.6,320.1
10031,04/23/18 05:45:00 AM,955.750,22.753,100.000,0.00,0.00,0.6,320.1
10032,04/23/18 05:50:00 AM,955.850,22.776,100.000,0.00,0.00,0.6,321.5
10033,04/23/18 05:55:00 AM,955.850,22.681,100.000,0.00,0.00,0.6,321.5
10034,04/23/18 06:00:00 AM,955.950,22.633,100.000,0.00,0.00,0.6,321.5
10035,04/23/18 06:05:00 AM,956.050,22.609,100.000,0.00,0.00,0.6,321.5
10036,04/23/18 06:10:00 AM,956.150,22.609,100.000,0.00,0.00,0.6,321.5
10037,04/23/18 06:15:00 AM,956.150,22.633,100.000,0.00,0.00,0.6,321.5
10038,04/23/18 06:20:00 AM,956.250,22.561,100.000,0.00,0.00,1.9,321.5
10039,04/23/18 06:25:00 AM,956.450,22.585,100.000,0.00,0.50,3.1,318.7
10040,04/23/18 06:30:00 AM,956.450,22.633,100.000,0.00,0.00,5.6,318.7
10041,04/23/18 06:35:00 AM,956.550,22.633,100.000,0.00,0.00,8.1,320.1
10042,04/23/18 06:40:00 AM,956.550,22.776,100.000,0.00,0.00,13.1,320.1
10043,04/23/18 06:45:00 AM,956.550,22.872,100.000,0.00,0.00,19.4,320.1
10044,04/23/18 06:50:00 AM,956.650,22.992,100.000,0.00,0.00,23.1,320.1
10045,04/23/18 06:55:00 AM,956.750,23.088,100.000,0.00,0.00,26.9,321.5
10046,04/23/18 07:00:00 AM,956.750,23.184,100.000,0.00,0.00,34.4,321.5
10047,04/23/18 07:05:00 AM,956.750,23.328,100.000,0.00,0.00,43.1,321.5
10048,04/23/18 07:10:00 AM,956.750,23.424,100.000,0.00,0.00,49.4,321.5
10049,04/23/18 07:15:00 AM,956.750,23.521,100.000,0.00,0.00,53.1,321.5
10050,04/23/18 07:20:00 AM,956.950,23.641,100.000,0.00,0.00,60.6,321.5
10051,04/23/18 07:25:00 AM,957.050,23.689,100.000,0.00,0.00,68.1,321.5
10052,04/23/18 07:30:00 AM,957.050,23.809,100.000,0.00,0.00,71.9,321.5
10053,04/23/18 07:35:00 AM,957.150,23.857,100.000,0.00,0.00,78.1,321.5
10054,04/23/18 07:40:00 AM,957.250,24.002,100.000,0.00,0.50,88.1,320.1
10055,04/23/18 07:45:00 AM,957.150,24.195,100.000,0.00,1.26,94.4,300.4
10056,04/23/18 07:50:00 AM,957.250,24.363,99.900,0.00,1.01,114.4,227.4
10057,04/23/18 07:55:00 AM,957.250,24.798,99.100,0.00,0.25,154.4,228.8
10058,04/23/18 08:00:00 AM,957.350,25.234,97.600,0.00,0.25,169.4,228.8
10059,04/23/18 08:05:00 AM,957.450,25.647,96.100,0.00,0.00,175.6,230.2
10060,04/23/18 08:10:00 AM,957.450,26.256,94.600,0.00,0.00,198.1,230.2
10061,04/23/18 08:15:00 AM,957.450,26.329,93.300,0.00,0.00,178.1,230.2
10062,04/23/18 08:20:00 AM,957.450,26.085,92.600,0.00,0.50,274.4,231.6
10063,04/23/18 08:25:00 AM,957.450,26.182,92.600,0.00,0.00,248.1,230.2
10064,04/23/18 08:30:00 AM,957.750,26.426,92.000,0.00,0.00,233.1,231.6
10065,04/23/18 08:35:00 AM,957.850,27.087,91.200,0.00,0.00,325.6,231.6
10066,04/23/18 08:40:00 AM,957.850,27.949,89.700,0.00,0.25,463.1,231.6
10067,04/23/18 08:45:00 AM,957.650,27.530,88.100,0.00,1.01,325.6,228.8
10068,04/23/18 08:50:00 AM,957.550,27.308,87.800,0.25,1.51,308.1,242.9
10069,04/23/18 08:55:00 AM,957.550,26.744,89.500,0.25,1.01,281.9,37.9
10070,04/23/18 09:00:00 AM,957.650,26.500,89.600,0.00,0.76,245.6,37.9
10071,04/23/18 09:05:00 AM,957.750,26.182,90.000,0.25,1.26,216.9,37.9
10072,04/23/18 09:10:00 AM,957.750,26.207,90.400,0.50,1.51,236.9,37.9
10073,04/23/18 09:15:00 AM,957.750,26.378,89.300,0.00,0.76,219.4,37.9
10074,04/23/18 09:20:00 AM,957.750,26.500,88.400,0.00,1.26,233.1,37.9
10075,04/23/18 09:25:00 AM,957.750,26.989,87.300,0.00,0.50,268.1,37.9
10076,04/23/18 09:30:00 AM,957.750,27.579,87.000,0.00,0.25,299.4,37.9
10077,04/23/18 09:35:00 AM,957.750,27.949,85.800,0.25,1.26,394.4,248.5
10078,04/23/18 09:40:00 AM,957.750,28.468,83.800,0.00,0.00,296.9,247.1
10079,04/23/18 09:45:00 AM,957.750,27.259,83.900,0.76,3.02,270.6,11.2
10080,04/23/18 09:50:00 AM,957.850,26.426,88.100,2.27,3.78,271.9,47.7
10081,04/23/18 09:55:00 AM,958.050,26.280,90.000,2.77,4.53,263.1,47.7
10082,04/23/18 10:00:00 AM,958.250,26.061,90.400,2.52,4.53,196.9,49.1
10083,04/23/18 10:05:00 AM,958.250,26.012,90.400,2.01,4.28,184.4,49.1
10084,04/23/18 10:10:00 AM,958.350,25.793,92.100,2.01,3.53,189.4,49.1
10085,04/23/18 10:15:00 AM,958.250,25.793,91.000,2.01,3.78,229.4,51.9
10086,04/23/18 10:20:00 AM,958.250,26.182,90.700,1.01,3.02,253.1,51.9
10087,04/23/18 10:25:00 AM,958.250,26.134,90.700,1.26,3.27,276.9,51.9
10088,04/23/18 10:30:00 AM,958.250,26.207,90.700,2.01,4.28,373.1,53.3
10089,04/23/18 10:35:00 AM,958.250,26.940,89.800,2.27,3.53,450.6,50.5
10090,04/23/18 10:40:00 AM,958.150,27.308,87.800,2.01,3.27,486.9,50.5
10091,04/23/18 10:45:00 AM,958.050,27.899,87.300,1.51,2.77,565.6,50.5
10092,04/23/18 10:50:00 AM,958.050,27.801,85.800,1.76,3.02,434.4,50.5
10093,04/23/18 10:55:00 AM,958.050,28.221,84.600,0.50,2.27,499.4,53.3
10094,04/23/18 11:00:00 AM,957.950,28.617,83.700,0.76,2.52,495.6,56.2
10095,04/23/18 11:05:00 AM,957.950,28.072,84.000,1.26,2.77,591.9,56.2
10096,04/23/18 11:10:00 AM,957.950,28.419,83.100,1.01,2.27,734.4,47.7
10097,04/23/18 11:15:00 AM,957.950,28.320,82.600,1.26,2.27,588.1,50.5
10098,04/23/18 11:20:00 AM,957.850,29.115,81.500,0.76,2.27,636.9,50.5
10099,04/23/18 11:25:00 AM,957.750,29.015,80.300,0.76,2.01,828.1,49.1
10100,04/23/18 11:30:00 AM,957.650,28.990,80.200,0.76,2.27,576.9,53.3
10101,04/23/18 11:35:00 AM,957.550,28.345,80.700,1.01,2.01,398.1,60.4
10102,04/23/18 11:40:00 AM,957.750,28.072,81.200,1.26,2.01,416.9,60.4
10103,04/23/18 11:45:00 AM,957.650,28.171,81.300,1.26,2.01,445.6,53.3
10104,04/23/18 11:50:00 AM,957.550,28.320,80.500,0.76,1.51,421.9,50.5
10105,04/23/18 11:55:00 AM,957.350,28.295,80.500,0.76,2.27,643.1,56.2
10106,04/23/18 12:00:00 PM,957.250,29.966,80.200,0.76,1.76,751.9,61.8
10107,04/23/18 12:05:00 PM,957.150,30.091,77.400,1.26,2.27,1008.1,61.8
10108,04/23/18 12:10:00 PM,957.250,28.891,78.500,1.26,2.52,520.6,54.8
10109,04/23/18 12:15:00 PM,957.050,28.568,79.400,1.51,2.52,480.6,53.3
10110,04/23/18 12:20:00 PM,956.850,28.568,80.600,1.26,2.27,399.4,56.2
10111,04/23/18 12:25:00 PM,956.750,28.369,80.400,1.26,2.01,554.4,53.3
10112,04/23/18 12:30:00 PM,956.750,28.543,80.600,1.01,2.52,715.6,54.8
10113,04/23/18 12:35:00 PM,956.550,29.165,79.800,1.51,2.77,808.1,50.5
10114,04/23/18 12:40:00 PM,956.450,29.065,80.500,2.01,3.78,848.1,50.5
10115,04/23/18 12:45:00 PM,956.350,28.891,82.500,2.52,4.28,826.9,49.1
10116,04/23/18 12:50:00 PM,956.250,28.692,82.500,2.52,5.29,841.9,47.7
10117,04/23/18 12:55:00 PM,956.150,28.617,84.300,3.27,6.04,849.4,49.1
10118,04/23/18 01:00:00 PM,956.050,28.320,85.200,3.27,5.29,726.9,46.3
10119,04/23/18 01:05:00 PM,955.950,28.245,85.400,3.27,5.29,734.4,46.3
10120,04/23/18 01:10:00 PM,955.850,28.048,85.700,4.03,7.05,754.4,47.7
10121,04/23/18 01:15:00 PM,955.750,28.171,85.100,3.53,5.79,704.4,47.7
10122,04/23/18 01:20:00 PM,955.650,28.295,84.400,3.27,5.04,855.6,46.3
10123,04/23/18 01:25:00 PM,955.550,29.140,83.100,2.27,4.03,899.4,49.1
10124,04/23/18 01:30:00 PM,955.550,29.515,80.100,2.01,3.27,880.6,47.7
10125,04/23/18 01:35:00 PM,955.550,30.167,79.800,2.01,3.53,854.4,46.3
10126,04/23/18 01:40:00 PM,955.450,28.841,80.300,3.02,7.05,866.9,46.3
10127,04/23/18 01:45:00 PM,955.350,28.717,81.600,4.03,6.55,973.1,47.7
10128,04/23/18 01:50:00 PM,955.250,27.924,83.000,4.03,6.80,398.1,46.3
10129,04/23/18 01:55:00 PM,955.250,28.369,83.900,3.27,6.30,895.6,44.9
10130,04/23/18 02:00:00 PM,955.050,28.891,84.100,2.52,5.29,876.9,44.9
10131,04/23/18 02:05:00 PM,955.050,29.165,84.600,2.52,5.04,868.1,43.5
10132,04/23/18 02:10:00 PM,954.950,28.692,85.100,3.02,6.04,885.6,44.9
10133,04/23/18 02:15:00 PM,954.950,28.468,85.300,3.78,6.55,911.9,43.5
10134,04/23/18 02:20:00 PM,955.050,28.841,85.400,2.77,5.79,923.1,43.5
10135,04/23/18 02:25:00 PM,955.150,28.320,85.900,2.27,5.54,366.9,44.9
10136,04/23/18 02:30:00 PM,955.050,26.842,88.300,3.53,6.80,298.1,44.9
10137,04/23/18 02:35:00 PM,955.050,26.012,89.600,3.78,7.30,250.6,43.5
10138,04/23/18 02:40:00 PM,955.050,25.866,90.700,3.53,5.79,120.6,43.5
10139,04/23/18 02:45:00 PM,954.950,25.914,90.000,3.53,7.55,110.6,39.3
10140,04/23/18 02:50:00 PM,954.950,25.939,89.000,2.52,4.53,146.9,40.7
10141,04/23/18 02:55:00 PM,954.850,25.671,88.700,3.02,5.54,116.9,39.3
10142,04/23/18 03:00:00 PM,954.950,25.647,89.600,2.27,4.78,109.4,39.3
10143,04/23/18 03:05:00 PM,954.950,25.768,88.900,1.26,3.78,146.9,43.5
10144,04/23/18 03:10:00 PM,954.950,25.477,88.700,2.01,4.28,128.1,44.9
10145,04/23/18 03:15:00 PM,955.050,25.380,89.700,1.76,4.28,98.1,40.7
10146,04/23/18 03:20:00 PM,955.050,25.428,89.800,2.01,4.03,119.4,42.1
10147,04/23/18 03:25:00 PM,954.950,25.380,90.200,2.01,3.53,99.4,42.1
10148,04/23/18 03:30:00 PM,954.950,25.331,89.800,1.51,3.53,86.9,42.1
10149,04/23/18 03:35:00 PM,954.950,25.404,89.500,1.26,2.77,75.6,40.7
10150,04/23/18 03:40:00 PM,954.950,25.355,89.500,0.76,2.27,64.4,40.7
10151,04/23/18 03:45:00 PM,954.950,25.331,89.600,0.76,2.27,66.9,37.9
10152,04/23/18 03:50:00 PM,954.950,25.283,89.800,1.01,2.01,54.4,36.5
10153,04/23/18 03:55:00 PM,954.950,25.258,89.900,1.51,3.78,36.9,40.7
10154,04/23/18 04:00:00 PM,954.950,25.162,90.000,1.26,2.52,30.6,36.5
10155,04/23/18 04:05:00 PM,955.050,25.113,90.600,0.50,2.77,33.1,37.9
10156,04/23/18 04:10:00 PM,955.050,25.040,90.800,0.25,2.27,28.1,40.7
10157,04/23/18 04:15:00 PM,955.150,24.847,91.800,0.25,1.01,38.1,36.5
10158,04/23/18 04:20:00 PM,955.250,24.581,93.800,0.00,1.01,29.4,33.7
10159,04/23/18 04:25:00 PM,955.250,24.267,95.300,0.50,1.76,33.1,26.7
10160,04/23/18 04:30:00 PM,955.250,24.122,96.600,0.50,1.51,41.9,25.3
10161,04/23/18 04:35:00 PM,955.150,24.171,97.700,0.25,1.76,44.4,217.6
10162,04/23/18 04:40:00 PM,955.250,24.219,97.900,0.00,0.25,44.4,213.4
10163,04/23/18 04:45:00 PM,955.250,24.171,97.700,0.00,1.01,46.9,213.4
10164,04/23/18 04:50:00 PM,955.150,24.219,98.100,0.25,1.26,49.4,213.4
10165,04/23/18 04:55:00 PM,955.050,24.243,98.000,0.00,0.76,51.9,213.4
10166,04/23/18 05:00:00 PM,955.150,24.219,97.800,0.00,0.50,50.6,213.4
10167,04/23/18 05:05:00 PM,955.150,24.267,97.600,0.00,0.25,48.1,213.4
10168,04/23/18 05:10:00 PM,955.250,24.267,98.000,0.00,0.76,45.6,213.4
10169,04/23/18 05:15:00 PM,955.350,24.171,97.700,0.00,0.76,44.4,213.4
10170,04/23/18 05:20:00 PM,955.350,24.195,97.200,0.00,0.50,43.1,213.4
10171,04/23/18 05:25:00 PM,955.350,24.195,98.000,0.00,0.50,41.9,213.4
10172,04/23/18 05:30:00 PM,955.450,24.146,97.600,0.00,0.50,35.6,213.4
10173,04/23/18 05:35:00 PM,955.550,24.098,97.600,0.00,0.00,29.4,213.4
10174,04/23/18 05:40:00 PM,955.550,24.146,98.100,0.00,0.00,23.1,214.8
10175,04/23/18 05:45:00 PM,955.750,24.122,97.900,0.00,0.00,20.6,214.8
10176,04/23/18 05:50:00 PM,955.750,24.050,97.700,0.00,0.00,15.6,214.8
10177,04/23/18 05:55:00 PM,955.950,24.074,97.300,0.00,0.00,11.9,214.8
10178,04/23/18 06:00:00 PM,956.050,24.050,98.600,0.00,0.00,5.6,214.8
10179,04/23/18 06:05:00 PM,956.150,23.954,98.800,0.00,0.25,3.1,214.8
10180,04/23/18 06:10:00 PM,956.150,23.930,99.100,0.00,0.76,1.9,214.8
10181,04/23/18 06:15:00 PM,956.250,23.857,98.500,0.25,1.26,0.6,213.4
10182,04/23/18 06:20:00 PM,956.250,23.809,98.200,0.00,1.01,0.6,213.4
10183,04/23/18 06:25:00 PM,956.350,23.665,98.700,0.00,0.25,0.6,214.8
10184,04/23/18 06:30:00 PM,956.350,23.641,98.700,0.00,0.00,0.6,214.8
10185,04/23/18 06:35:00 PM,956.350,23.689,98.800,0.00,0.00,0.6,214.8
10186,04/23/18 06:40:00 PM,956.550,23.665,99.400,0.00,0.00,0.6,214.8
10187,04/23/18 06:45:00 PM,956.650,23.593,99.700,0.00,0.50,0.6,216.2
10188,04/23/18 06:50:00 PM,956.750,23.497,99.800,0.00,0.76,0.6,224.6
10189,04/23/18 06:55:00 PM,956.750,23.448,99.800,0.00,0.50,0.6,223.2
10190,04/23/18 07:00:00 PM,956.750,23.328,99.700,0.00,0.50,0.6,219.0
10191,04/23/18 07:05:00 PM,956.750,23.280,99.300,0.00,0.50,0.6,219.0
10192,04/23/18 07:10:00 PM,956.950,23.400,98.600,0.00,0.25,0.6,217.6
10193,04/23/18 07:15:00 PM,957.050,23.376,99.300,0.25,1.51,0.6,217.6
10194,04/23/18 07:20:00 PM,957.150,23.328,99.300,0.25,1.01,0.6,216.2
10195,04/23/18 07:25:00 PM,957.250,23.328,99.200,0.25,1.01,0.6,216.2
10196,04/23/18 07:30:00 PM,957.150,23.352,99.300,0.25,1.01,0.6,217.6
10197,04/23/18 07:35:00 PM,957.250,23.376,99.500,0.00,1.26,0.6,217.6
10198,04/23/18 07:40:00 PM,957.350,23.304,99.500,0.00,0.50,0.6,217.6
10199,04/23/18 07:45:00 PM,957.350,23.304,99.800,0.00,0.25,0.6,216.2
10200,04/23/18 07:50:00 PM,957.450,23.280,99.900,0.00,0.76,0.6,216.2
10201,04/23/18 07:55:00 PM,957.550,23.280,99.800,0.00,0.50,0.6,213.4
10202,04/23/18 08:00:00 PM,957.550,23.280,100.000,0.00,0.00,0.6,214.8
10203,04/23/18 08:05:00 PM,957.650,23.256,99.900,0.00,0.00,0.6,214.8
10204,04/23/18 08:10:00 PM,957.750,23.208,99.700,0.00,0.00,0.6,214.8
10205,04/23/18 08:15:00 PM,957.950,23.256,99.700,0.00,0.00,0.6,214.8
10206,04/23/18 08:20:00 PM,957.950,23.280,99.600,0.00,0.00,0.6,214.8
10207,04/23/18 08:25:00 PM,958.050,23.232,99.500,0.00,0.00,0.6,214.8
10208,04/23/18 08:30:00 PM,957.950,23.232,99.700,0.00,0.00,0.6,214.8
10209,04/23/18 08:35:00 PM,958.050,23.256,99.800,0.00,0.25,0.6,214.8
10210,04/23/18 08:40:00 PM,958.050,23.256,99.300,0.00,0.50,0.6,214.8
10211,04/23/18 08:45:00 PM,958.050,23.376,99.800,0.00,1.01,0.6,214.8
10212,04/23/18 08:50:00 PM,958.150,23.497,99.500,0.25,1.76,0.6,219.0
10213,04/23/18 08:55:00 PM,958.350,23.497,99.400,0.50,1.26,0.6,271.0
10214,04/23/18 09:00:00 PM,958.450,23.497,99.600,0.00,0.50,0.6,271.0
10215,04/23/18 09:05:00 PM,958.550,23.497,99.800,0.00,0.00,0.6,271.0
10216,04/23/18 09:10:00 PM,958.450,23.472,100.000,0.00,0.00,0.6,269.6
10217,04/23/18 09:15:00 PM,958.550,23.472,100.000,0.00,0.00,0.6,263.9
10218,04/23/18 09:20:00 PM,958.450,23.497,100.000,0.00,0.00,0.6,224.6
10219,04/23/18 09:25:00 PM,958.450,23.497,100.000,0.00,0.00,0.6,226.0
10220,04/23/18 09:30:00 PM,958.550,23.448,99.700,0.00,0.00,0.6,226.0
10221,04/23/18 09:35:00 PM,958.550,23.448,99.700,0.00,0.00,0.6,226.0
10222,04/23/18 09:40:00 PM,958.650,23.448,99.900,0.00,0.00,0.6,226.0
10223,04/23/18 09:45:00 PM,958.850,23.521,100.000,0.00,0.00,0.6,217.6
10224,04/23/18 09:50:00 PM,958.950,23.472,99.800,0.00,0.76,0.6,198.0
10225,04/23/18 09:55:00 PM,959.050,23.472,99.800,0.00,0.50,0.6,199.4
10226,04/23/18 10:00:00 PM,959.150,23.472,100.000,0.00,0.76,0.6,199.4
10227,04/23/18 10:05:00 PM,959.150,23.448,100.000,0.00,1.01,0.6,200.8
10228,04/23/18 10:10:00 PM,959.050,23.448,99.900,0.00,0.76,0.6,200.8
10229,04/23/18 10:15:00 PM,959.050,23.424,99.800,0.00,0.50,0.6,200.8
10230,04/23/18 10:20:00 PM,958.950,23.448,99.500,0.00,0.25,0.6,200.8
10231,04/23/18 10:25:00 PM,958.950,23.497,99.600,0.00,0.00,0.6,200.8
10232,04/23/18 10:30:00 PM,959.050,23.521,99.700,0.00,0.00,0.6,200.8
10233,04/23/18 10:35:00 PM,958.950,23.497,100.000,0.00,0.00,0.6,200.8
10234,04/23/18 10:40:00 PM,959.050,23.521,100.000,0.00,0.00,0.6,200.8
10235,04/23/18 10:45:00 PM,958.950,23.472,100.000,0.00,0.00,0.6,200.8
10236,04/23/18 10:50:00 PM,958.950,23.641,99.900,0.00,0.76,0.6,205.0
10237,04/23/18 10:55:00 PM,959.050,23.737,99.600,0.00,1.51,0.6,32.3
10238,04/23/18 11:00:00 PM,958.950,23.689,99.300,0.00,1.26,0.6,30.9
10239,04/23/18 11:05:00 PM,958.950,23.448,99.400,0.50,2.01,0.6,32.3
10240,04/23/18 11:10:00 PM,958.950,23.232,99.900,0.50,1.51,0.6,33.7
10241,04/23/18 11:15:00 PM,958.850,23.112,100.000,0.25,2.01,0.6,32.3
10242,04/23/18 11:20:00 PM,958.850,23.064,100.000,0.00,0.76,0.6,32.3
10243,04/23/18 11:25:00 PM,958.850,23.040,100.000,0.00,0.00,0.6,32.3
10244,04/23/18 11:30:00 PM,958.850,23.016,100.000,0.00,0.25,0.6,32.3
10245,04/23/18 11:35:00 PM,958.850,22.992,100.000,0.00,0.50,0.6,32.3
10246,04/23/18 11:40:00 PM,958.650,23.064,100.000,0.00,0.00,0.6,32.3
10247,04/23/18 11:45:00 PM,958.650,23.160,100.000,0.00,0.00,0.6,32.3
10248,04/23/18 11:50:00 PM,958.550,23.160,100.000,0.00,0.00,0.6,32.3
10249,04/23/18 11:55:00 PM,958.650,23.160,100.000,0.00,0.00,0.6,32.3
10250,04/24/18 12:00:00 AM,958.650,23.088,100.000,0.00,0.00,0.6,32.3
10251,04/24/18 12:05:00 AM,958.650,23.088,100.000,0.00,0.00,0.6,32.3
10252,04/24/18 12:10:00 AM,958.550,23.136,100.000,0.00,0.25,0.6,32.3
10253,04/24/18 12:15:00 AM,958.550,23.136,100.000,0.00,1.01,0.6,32.3
10254,04/24/18 12:20:00 AM,958.450,23.016,100.000,0.00,1.01,0.6,29.5
10255,04/24/18 12:25:00 AM,958.350,22.968,100.000,0.00,0.00,0.6,28.1
10256,04/24/18 12:30:00 AM,958.350,22.944,100.000,0.00,0.00,0.6,28.1
10257,04/24/18 12:35:00 AM,958.350,22.920,100.000,0.00,0.00,0.6,28.1
10258,04/24/18 12:40:00 AM,958.250,22.968,100.000,0.00,0.00,0.6,28.1
10259,04/24/18 12:45:00 AM,958.150,22.992,100.000,0.00,0.00,0.6,28.1
10260,04/24/18 12:50:00 AM,958.150,22.968,100.000,0.00,0.00,0.6,28.1
10261,04/24/18 12:55:00 AM,958.050,23.016,100.000,0.00,0.00,0.6,28.1
10262,04/24/18 01:00:00 AM,957.950,22.944,100.000,0.00,0.00,0.6,28.1
10263,04/24/18 01:05:00 AM,957.950,22.920,100.000,0.00,0.00,0.6,28.1
10264,04/24/18 01:10:00 AM,957.850,22.992,100.000,0.00,0.00,0.6,28.1
10265,04/24/18 01:15:00 AM,957.850,22.992,100.000,0.00,0.00,0.6,28.1
10266,04/24/18 01:20:00 AM,957.850,22.992,100.000,0.00,0.76,0.6,28.1
10267,04/24/18 01:25:00 AM,957.750,22.944,100.000,0.00,0.00,0.6,28.1
10268,04/24/18 01:30:00 AM,957.650,22.944,100.000,0.00,0.00,0.6,28.1
10269,04/24/18 01:35:00 AM,957.450,22.896,100.000,0.00,0.00,0.6,28.1
10270,04/24/18 01:40:00 AM,957.450,22.944,100.000,0.00,0.25,0.6,28.1
10271,04/24/18 01:45:00 AM,957.450,22.992,100.000,0.00,0.50,0.6,28.1
10272,04/24/18 01:50:00 AM,957.350,22.992,100.000,0.00,0.50,0.6,28.1
10273,04/24/18 01:55:00 AM,957.350,22.896,100.000,0.00,1.01,0.6,28.1
10274,04/24/18 02:00:00 AM,957.350,22.729,100.000,0.00,0.50,0.6,28.1
10275,04/24/18 02:05:00 AM,957.350,22.657,100.000,0.00,0.50,0.6,28.1
10276,04/24/18 02:10:00 AM,957.450,22.609,100.000,0.00,0.25,0.6,28.1
10277,04/24/18 02:15:00 AM,957.350,22.753,100.000,0.00,0.50,0.6,28.1
10278,04/24/18 02:20:00 AM,957.350,22.776,100.000,0.00,0.76,0.6,29.5
10279,04/24/18 02:25:00 AM,957.350,22.848,100.000,0.00,0.76,0.6,29.5
10280,04/24/18 02:30:00 AM,957.350,23.064,100.000,0.50,1.76,0.6,39.3
10281,04/24/18 02:35:00 AM,957.250,23.136,100.000,1.26,3.02,0.6,46.3
10282,04/24/18 02:40:00 AM,957.250,23.016,100.000,0.76,2.27,0.6,44.9
10283,04/24/18 02:45:00 AM,957.150,22.872,100.000,0.25,1.76,0.6,44.9
10284,04/24/18 02:50:00 AM,957.050,22.681,100.000,0.76,2.01,0.6,36.5
10285,04/24/18 02:55:00 AM,957.050,22.561,100.000,0.00,1.01,0.6,35.1
10286,04/24/18 03:00:00 AM,956.950,22.417,100.000,0.00,1.01,0.6,35.1
10287,04/24/18 03:05:00 AM,956.950,22.393,100.000,0.25,1.51,0.6,23.9
10288,04/24/18 03:10:00 AM,957.050,22.441,100.000,0.00,0.00,0.6,23.9
10289,04/24/18 03:15:00 AM,956.950,22.441,100.000,0.00,0.00,0.6,22.5
10290,04/24/18 03:20:00 AM,957.050,22.513,100.000,0.00,1.01,0.6,137.6
10291,04/24/18 03:25:00 AM,957.050,22.561,100.000,0.00,0.00,0.6,141.8
10292,04/24/18 03:30:00 AM,957.050,22.537,100.000,0.00,0.50,0.6,141.8
10293,04/24/18 03:35:00 AM,956.950,22.609,100.000,0.00,0.25,0.6,143.2
10294,04/24/18 03:40:00 AM,957.050,22.585,100.000,0.00,0.50,0.6,153.0
10295,04/24/18 03:45:00 AM,957.050,22.609,100.000,0.00,0.00,0.6,153.0
10296,04/24/18 03:50:00 AM,957.050,22.609,100.000,0.00,0.25,0.6,153.0
10297,04/24/18 03:55:00 AM,957.050,22.609,100.000,0.00,0.50,0.6,153.0
10298,04/24/18 04:00:00 AM,956.950,22.609,100.000,0.00,0.76,0.6,153.0
10299,04/24/18 04:05:00 AM,957.050,22.585,100.000,0.00,0.76,0.6,148.8
10300,04/24/18 04:10:00 AM,957.050,22.489,100.000,0.25,1.51,0.6,91.3
10301,04/24/18 04:15:00 AM,957.050,22.465,100.000,0.00,0.25,0.6,91.3
10302,04/24/18 04:20:00 AM,957.050,22.513,100.000,0.00,0.25,0.6,91.3
10303,04/24/18 04:25:00 AM,957.050,22.489,100.000,0.00,0.00,0.6,91.3
10304,04/24/18 04:30:00 AM,957.150,22.537,100.000,0.25,1.26,0.6,112.3
10305,04/24/18 04:35:00 AM,957.150,22.561,100.000,0.00,0.50,0.6,172.7
10306,04/24/18 04:40:00 AM,957.150,22.585,100.000,0.25,2.52,0.6,150.2
10307,04/24/18 04:45:00 AM,957.150,22.537,100.000,1.51,2.77,0.6,120.7
10308,04/24/18 04:50:00 AM,957.250,22.537,100.000,0.25,1.76,0.6,134.8
10309,04/24/18 04:55:00 AM,957.250,22.537,100.000,0.25,1.26,0.6,122.1
10310,04/24/18 05:00:00 AM,957.250,22.513,100.000,0.50,2.52,0.6,105.3
10311,04/24/18 05:05:00 AM,957.350,22.441,100.000,0.50,1.51,0.6,112.3
10312,04/24/18 05:10:00 AM,957.350,22.369,100.000,0.25,1.51,0.6,134.8
10313,04/24/18 05:15:00 AM,957.450,22.393,100.000,0.25,1.76,0.6,112.3
10314,04/24/18 05:20:00 AM,957.550,22.465,100.000,3.27,7.05,0.6,47.7
10315,04/24/18 05:25:00 AM,957.550,22.250,100.000,4.53,7.05,0.6,49.1
10316,04/24/18 05:30:00 AM,957.650,22.154,100.000,2.01,4.78,0.6,44.9
10317,04/24/18 05:35:00 AM,957.650,22.178,100.000,1.01,3.53,0.6,42.1
10318,04/24/18 05:40:00 AM,957.650,22.130,100.000,0.76,2.27,0.6,39.3
10319,04/24/18 05:45:00 AM,957.850,22.011,100.000,0.25,1.76,0.6,39.3
10320,04/24/18 05:50:00 AM,957.950,22.011,100.000,0.00,1.26,0.6,37.9
10321,04/24/18 05:55:00 AM,958.050,22.034,100.000,0.50,2.27,0.6,36.5
